"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
Algeria,"271,463",+15,"6,881",,"182,797",+3,"81,785",,"5,986",152,"230,861","5,091","45,350,148",Africa,2023-03-02
Nigeria,"266,598",,"3,155",,"259,917",,"3,526",11,"1,230",15,"5,708,974","26,339","216,746,934",Africa,2023-03-02
Zimbabwe,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428",Africa,2023-03-02
Uzbekistan,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084",Asia,2023-03-02
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461",Africa,2023-03-02
Martinique,"229,807",,"1,098",,,,,12,"614,314","2,935","828,928","2,215,870","374,087",North America,2023-03-02
Laos,"218,017",+2,758,,,,,,"29,143",101,"1,233,207","164,845","7,481,023",Asia,2023-03-02
Afghanistan,"209,358",+18,"7,896",,"191,161",+5,"10,301",45,"5,137",194,"1,201,475","29,481","40,754,388",Asia,2023-03-02
Iceland,"209,093",,229,,,,,2,"605,377",663,"1,996,384","5,780,036","345,393",Europe,2023-03-02
Kyrgyzstan,"206,673",,"2,991",,"196,406",,"7,276",131,"30,717",445,"1,907,195","283,460","6,728,271",Asia,2023-03-02
Guadeloupe,"201,852",,"1,010",,,,,19,"504,890","2,526","938,039","2,346,306","399,794",North America,2023-03-02
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389",North America,2023-03-02
Trinidad and Tobago,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585",North America,2023-03-02
Maldives,"185,732",,311,,"163,687",,"21,734",25,"343,322",575,"2,213,831","4,092,223","540,985",Asia,2023-03-02
Ghana,"171,172",,"1,462",,"169,697",,13,2,"5,284",45,"2,529,956","78,096","32,395,450",Africa,2023-03-02
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874",Africa,2023-03-02
Uganda,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa,2023-03-02
Jamaica,"154,196",,"3,502",,"102,393",,"48,301",,"51,655","1,173","1,183,986","396,633","2,985,094",North America,2023-03-02
Cambodia,"138,719",+2,"3,056",,"135,657",+1,6,,"8,080",178,"3,091,420","180,062","17,168,639",Asia,2023-03-02
Rwanda,"133,180",,"1,468",,"131,634",,78,,"9,792",108,"6,021,981","442,778","13,600,464",Africa,2023-03-02
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548",Africa,2023-03-02
Malta,"117,477",,827,,"116,028",,622,4,"264,568","1,862","2,117,102","4,767,893","444,033",Europe,2023-03-02
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023",North America,2023-03-02
Angola,"105,277",,"1,933",,"103,317",,27,,"3,006",55,"1,499,795","42,818","35,027,343",Africa,2023-03-02
Channel Islands,"101,382",,227,,"101,029",,126,,"574,523","1,286","1,252,808","7,099,551","176,463",Europe,2023-03-02
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169",South America,2023-03-02
DRC,"95,749",,"1,464",,"84,321",,"9,964",,"1,005",15,"846,704","8,890","95,240,792",Africa,2023-03-02
Senegal,"88,921",,"1,971",,"86,947",,3,,"5,037",112,"1,146,543","64,946","17,653,671",Africa,2023-03-02
Malawi,"88,702",,"2,686",,"85,580",,436,67,"4,395",133,"624,784","30,959","20,180,839",Africa,2023-03-02
Ivory Coast,"88,208",,834,,"87,342",,32,,"3,180",30,"1,679,087","60,524","27,742,298",Africa,2023-03-02
Suriname,"82,467",,"1,404",,,,,,"138,175","2,352","241,357","404,398","596,831",South America,2023-03-02
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915",Australia/Oceania,2023-03-02
French Polynesia,"77,957",,649,,,,,7,"274,338","2,284",,,"284,164",Australia/Oceania,2023-03-02
Eswatini,"74,199",,"1,423",,"72,726",,50,,"62,625","1,201","1,048,704","885,119","1,184,817",Africa,2023-03-02
Guyana,"73,069",,"1,298",,"71,752",,19,,"92,021","1,635","721,841","909,068","794,045",South America,2023-03-02
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190",North America,2023-03-02
Fiji,"68,897",+8,883,,"66,860",+10,"1,154",,"75,755",971,"668,967","735,560","909,466",Australia/Oceania,2023-03-02
Madagascar,"67,865",,"1,422",,"66,433",,10,,"2,326",49,"525,461","18,009","29,178,077",Africa,2023-03-02
Sudan,"63,809",,"5,013",,"58,460",,336,,"1,387",109,"562,941","12,240","45,992,020",Africa,2023-03-02
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981",Africa,2023-03-02
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678",Africa,2023-03-02
Bhutan,"62,620",,21,,"61,564",,"1,035",,"79,473",27,"2,303,734","2,923,739","787,941",Asia,2023-03-02
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,2023-03-02
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840",Africa,2023-03-02
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426",Africa,2023-03-02
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533",Africa,2023-03-02
Andorra,"47,875",,165,,"47,563",,147,14,"618,037","2,130","249,838","3,225,256","77,463",Europe,2023-03-02
Papua New Guinea,"46,809",,670,,"43,982",,"2,157",7,"5,037",72,"249,149","26,813","9,292,169",Australia/Oceania,2023-03-02
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529",North America,2023-03-02
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609",North America,2023-03-02
Tanzania,"42,846",,846,,,,,7,677,13,,,"63,298,550",Africa,2023-03-02
Mayotte,"42,004",,188,,,,,,"146,734",657,"176,919","618,038","286,259",Africa,2023-03-02
Mauritius,"41,717",,"1,043",,"40,012",,662,,"32,726",818,"358,675","281,374","1,274,727",Africa,2023-03-02
Togo,"39,382",+5,290,,"39,078",+4,14,,"4,537",33,"808,447","93,130","8,680,837",Africa,2023-03-02
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691",Africa,2023-03-02
Isle of Man,"38,008",,116,,,,,,"443,335","1,353","150,753","1,758,422","85,732",Europe,2023-03-02
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516",North America,2023-03-02
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699",Africa,2023-03-02
Faeroe Islands,"34,658",,28,,,,,5,"703,959",569,"778,000","15,802,409","49,233",Europe,2023-03-02
Haiti,"34,143",,860,,"33,044",,239,,"2,923",74,"132,422","11,337","11,680,283",North America,2023-03-02
Mali,"33,045",+11,743,,"32,130",+19,172,,"1,539",35,"796,192","37,077","21,473,764",Africa,2023-03-02
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277",North America,2023-03-02
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113",North America,2023-03-02
Benin,"27,990",,163,,"27,825",,2,,"2,189",13,"604,310","47,268","12,784,726",Africa,2023-03-02
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795",Africa,2023-03-02
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805",Africa,2023-03-02
Solomon Islands,"24,575",,153,,,,,1,"34,077",212,,,"721,159",Australia/Oceania,2023-03-02
Micronesia,"23,948",,61,,,,,1,"203,832",519,"54,967","467,848","117,489",Australia/Oceania,2023-03-02
San Marino,"23,583",,122,,"23,276",,185,4,"691,888","3,579","157,634","4,624,732","34,085",Europe,2023-03-02
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia,2023-03-02
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838",Africa,2023-03-02
Liechtenstein,"21,421",,89,,"21,294",,38,3,"558,027","2,318","112,457","2,929,559","38,387",Europe,2023-03-02
Gibraltar,"20,423",,111,,"16,579",,"3,733",,"605,952","3,293","534,283","15,852,213","33,704",Europe,2023-03-02
Grenada,"19,680",,238,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475",North America,2023-03-02
Bermuda,"18,814",,160,,"18,638",,16,,"303,750","2,583","1,027,859","16,594,698","61,939",North America,2023-03-02
Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,728",33,,,"6,779,100",North America,2023-03-02
South Sudan,"18,368",,138,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511",Africa,2023-03-02
Tajikistan,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,2023-03-02
Equatorial Guinea,"17,229",,183,,"16,907",,139,5,"11,512",122,"365,697","244,342","1,496,662",Africa,2023-03-02
Tonga,"16,807",,13,,"15,638",,"1,156",,"155,983",121,"535,009","4,965,327","107,749",Australia/Oceania,2023-03-02
Samoa,"16,607",,29,,"1,605",,"14,973",,"82,116",143,"187,397","926,612","202,239",Australia/Oceania,2023-03-02
Monaco,"16,115",,67,,"15,992",,56,4,"405,073","1,684","78,646","1,976,875","39,783",Europe,2023-03-02
Dominica,"15,760",,74,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344",North America,2023-03-02
Djibouti,"15,690",,189,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097",Africa,2023-03-02
Marshall Islands,"15,618",,17,,"15,528",,73,,"260,053",283,,,"60,057",Australia/Oceania,2023-03-02
CAR,"15,368",,113,,"15,200",,55,2,"3,063",23,"81,294","16,205","5,016,678",Africa,2023-03-02
Gambia,"12,586",,372,,"12,189",,25,,"4,919",145,"155,686","60,851","2,558,482",Africa,2023-03-02
Saint Martin,"12,257",,63,,"1,399",,"10,795",7,"308,507","1,586","112,382","2,828,643","39,730",North America,2023-03-02
Vanuatu,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,2023-03-02
Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973",North America,2023-03-02
Yemen,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,2023-03-02
Caribbean Netherlands,"11,676",+4,38,,"10,476",,"1,162",,"438,173","1,426","30,126","1,130,559","26,647",North America,2023-03-02
Sint Maarten,"11,020",,91,,"10,905",,24,,"250,648","2,070","62,056","1,411,454","43,966",North America,2023-03-02
Eritrea,"10,189",,103,,"10,086",,0,,"2,782",28,"23,693","6,470","3,662,244",Africa,2023-03-02
Niger,"9,931",,312,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660",Africa,2023-03-02
St. Vincent Grenadines,"9,589",,123,,"9,466",,0,,"85,961","1,103","113,703","1,019,292","111,551",North America,2023-03-02
Antigua and Barbuda,"9,106",,146,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509",North America,2023-03-02
Comoros,"9,001",,161,,"8,838",,2,,"9,919",177,,,"907,419",Africa,2023-03-02
Guinea-Bissau,"8,960",,176,,"8,660",,124,6,"4,342",85,"145,231","70,385","2,063,367",Africa,2023-03-02
Liberia,"8,090",,295,,"7,783",,12,2,"1,525",56,"139,824","26,356","5,305,117",Africa,2023-03-02
Sierra Leone,"7,760",,126,,,,,,934,15,"259,958","31,296","8,306,436",Africa,2023-03-02
Chad,"7,678",,194,,"4,874",,"2,610",,441,11,"191,341","10,988","17,413,580",Africa,2023-03-02
British Virgin Islands,"7,305",,64,,,,,,"238,757","2,092","107,339","3,508,269","30,596",North America,2023-03-02
Cook Islands,"7,028",,2,,"7,012",,14,,"399,977",114,"19,690","1,120,596","17,571",Australia/Oceania,2023-03-02
Saint Kitts and Nevis,"6,596",,47,,"6,547",,2,,"122,441",872,"126,931","2,356,203","53,871",North America,2023-03-02
Turks and Caicos,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,2023-03-02
Sao Tome and Principe,"6,281",,77,,"6,204",,0,,"27,587",338,"29,036","127,530","227,679",Africa,2023-03-02
Palau,"5,989",,9,,"5,976",,4,,"328,470",494,"69,136","3,791,806","18,233",Australia/Oceania,2023-03-02
St. Barth,"5,439",,6,,,,,,"546,908",603,"78,646","7,908,095","9,945",North America,2023-03-02
Nauru,"5,247",,1,,"5,075",,171,,"481,244",92,"20,509","1,881,042","10,903",Australia/Oceania,2023-03-02
Kiribati,"5,013",,18,,"2,703",,"2,292",3,"40,618",146,,,"123,419",Australia/Oceania,2023-03-02
Anguilla,"3,904",,12,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230",North America,2023-03-02
Macao,"3,514",,121,,"3,391",,2,,"5,264",181,"7,850","11,760","667,490",Asia,2023-03-02
Saint Pierre Miquelon,"3,452",,2,,"2,449",,"1,001",1,"599,410",347,"25,400","4,410,488","5,759",North America,2023-03-02
Wallis and Futuna,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,2023-03-02
Tuvalu,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,2023-03-02
Saint Helena,"2,166",,,,2,,"2,164",,"354,211",,,,"6,115",Africa,2023-03-02
Falkland Islands,"1,930",,,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539",South America,2023-03-02
Montserrat,"1,403",,8,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965",North America,2023-03-02
Niue,790,,,,784,+1,6,,"487,053",,,,"1,622",Australia/Oceania,2023-03-02
Diamond Princess,712,,13,,699,,0,,,,,,,,2023-03-02
Vatican City,29,,,,29,,0,,"36,295",,,,799,Europe,2023-03-02
Western Sahara,10,,1,,9,,0,,16,2,,,"626,161",Africa,2023-03-02
MS Zaandam,9,,2,,7,,0,,,,,,,,2023-03-02
Tokelau,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,2023-03-02
Asia,"214,474,748","+35,043","1,537,331",184.0,"199,108,904","+53,531","13,828,513","15,464",,,,,,Asia,2023-03-04
North America,"124,725,126","+12,817","1,612,592",70.0,"120,020,408","+23,850","3,092,126","7,890",,,,,,North America,2023-03-04
Europe,"246,559,822","+29,055","2,019,349",66.0,"242,097,829","+29,348","2,442,644","6,481",,,,,,Europe,2023-03-04
South America,"68,045,906","+3,213","1,350,925",19.0,"66,293,845",+383,"401,136","10,186",,,,,,South America,2023-03-04
Oceania,"14,023,976","+1,634","26,216",3.0,"13,858,755","+1,280","139,005",55,,,,,,Australia/Oceania,2023-03-04
Africa,"12,796,404",+78,"258,590",,"12,076,449",+117,"461,365",548,,,,,,Africa,2023-03-04
,721,,15,,706,,0,0,,,,,,,2023-03-04
World,"680,626,703","+81,840","6,805,018",342.0,"653,456,896","+108,509","20,364,789","40,624","87,318",873.0,,,,All,2023-03-04
China,"503,302",,"5,272",,"379,053",,"118,977","7,557",347,4,"160,000,000","110,461","1,448,471,400",Asia,2023-03-04
USA,"105,394,979","+2,481","1,146,735",12.0,"102,861,683","+15,312","1,386,561","2,726","314,795","3,425","1,167,638,933","3,487,517","334,805,269",North America,2023-03-04
India,"44,687,820",+324,"530,775",,"44,154,254",+219,"2,791",,"31,769",377,"919,095,823","653,402","1,406,631,776",Asia,2023-03-04
France,"39,638,159","+4,013","165,030",,"39,399,753","+2,448","73,376",869,"604,383","2,516","271,490,188","4,139,547","65,584,518",Europe,2023-03-04
Germany,"38,210,850",,"168,397",,"37,746,700","+3,900","295,753",,"455,522","2,008","122,332,384","1,458,359","83,883,596",Europe,2023-03-04
Brazil,"37,076,053",,"699,276",,"36,249,161",,"127,616",,"172,164","3,247","63,776,166","296,146","215,353,593",South America,2023-03-04
Japan,"33,251,497","+10,431","72,721",81.0,"21,692,695","+3,387","11,486,081",131,"264,773",579,"95,589,075","761,151","125,584,838",Asia,2023-03-04
S. Korea,"30,555,102","+11,121","34,020",6.0,"30,350,687","+29,317","170,395",143,"595,269",663,"15,804,065","307,892","51,329,899",Asia,2023-03-04
Italy,"25,603,510",,"188,322",,"25,267,118",,"148,070",137,"424,864","3,125","268,196,399","4,450,449","60,262,770",Europe,2023-03-04
UK,"24,370,154",,"206,952",,"24,099,465",,"63,737",,"355,780","3,021","522,526,476","7,628,357","68,497,907",Europe,2023-03-04
Russia,"22,328,569","+14,049","396,255",39.0,"21,668,320","+11,462","263,994",,"153,139","2,718","273,400,000","1,875,095","145,805,947",Europe,2023-03-04
Turkey,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,2023-03-04
Spain,"13,770,429",,"119,479",,"13,615,878",,"35,072",231,"294,749","2,557","471,036,328","10,082,298","46,719,142",Europe,2023-03-04
Vietnam,"11,526,962",+12,"43,186",,"10,614,788",,"868,988",3,"116,489",436,"85,826,548","867,342","98,953,541",Asia,2023-03-04
Australia,"11,385,534",,"19,459",,"11,332,576",,"33,499",27,"436,750",746,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2023-03-04
Taiwan,"10,094,732","+11,396","18,143",71.0,"9,791,026","+17,137","285,563",,"422,575",759,"30,742,304","1,286,903","23,888,595",Asia,2023-03-04
Argentina,"10,044,125",,"130,463",,"9,909,866",,"3,796",363,"218,302","2,836","35,716,069","776,264","46,010,234",South America,2023-03-04
Netherlands,"8,598,182",,"22,992",,"8,559,864",,"15,326",53,"499,562","1,336","25,984,435","1,509,718","17,211,447",Europe,2023-03-04
Iran,"7,569,769",+286,"144,878",11.0,"7,339,641",+69,"85,250",312,"87,997","1,684","55,034,937","639,771","86,022,837",Asia,2023-03-04
Mexico,"7,470,128","+10,268","333,096",58.0,"6,703,859","+6,988","433,173",,"56,780","2,532","19,572,325","148,768","131,562,772",North America,2023-03-04
Indonesia,"6,736,994",+207,"160,928",3.0,"6,572,609",+277,"3,457",,"24,135",577,"114,158,919","408,975","279,134,505",Asia,2023-03-04
Poland,"6,431,888","+3,112","118,952",11.0,"5,335,940",,"976,996",696,"170,427","3,152","38,306,928","1,015,028","37,739,785",Europe,2023-03-04
Colombia,"6,360,089",,"142,629",,"6,183,658",,"33,802",342,"123,466","2,769","36,951,507","717,327","51,512,762",South America,2023-03-04
Austria,"5,936,806","+5,207","21,921",2.0,"5,856,157","+6,109","58,728",72,"654,792","2,418","211,273,524","23,302,116","9,066,710",Europe,2023-03-04
Greece,"5,871,458",,"36,185",,"5,811,707","+2,619","23,566",115,"569,125","3,507","102,228,365","9,909,078","10,316,637",Europe,2023-03-04
Portugal,"5,568,084",,"26,180",,"5,538,074",,"3,830",61,"549,090","2,582","45,980,330","4,534,294","10,140,570",Europe,2023-03-04
Ukraine,"5,389,439",,"111,235",,"5,265,577",,"12,627",,"124,778","2,575","32,603,805","754,855","43,192,122",Europe,2023-03-04
Chile,"5,177,770","+2,819","64,222",12.0,"5,101,501",,"12,047",83,"268,972","3,336","48,501,621","2,519,539","19,250,195",South America,2023-03-04
Malaysia,"5,043,626",+170,"36,965",,"4,997,422",+178,"9,239",4,"152,003","1,114","68,255,672","2,057,067","33,181,072",Asia,2023-03-04
Israel,"4,801,230",+317,"12,303",,"4,781,252",,"7,675",57,"514,822","1,319","41,373,364","4,436,346","9,326,000",Asia,2023-03-04
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,2023-03-04
Thailand,"4,728,035",,"33,911",,"4,692,636",,"1,488",,"67,468",484,"17,270,775","246,450","70,078,203",Asia,2023-03-04
Belgium,"4,727,795",,"33,775",,"4,661,070",,"32,950",43,"405,184","2,895","36,752,058","3,149,741","11,668,278",Europe,2023-03-04
Czechia,"4,613,885",+983,"42,465",5.0,"4,561,623","+1,364","9,797",45,"429,727","3,955","57,017,713","5,310,502","10,736,784",Europe,2023-03-04
Canada,"4,591,149",,"51,249",,"4,505,125","+1,530","34,775",99,"119,597","1,335","66,343,123","1,728,207","38,388,419",North America,2023-03-04
Peru,"4,486,665",+212,"219,485",7.0,"4,265,173",+90,"2,007",34,"133,198","6,516","38,078,495","1,130,455","33,684,208",South America,2023-03-04
Switzerland,"4,391,007",,"14,452",,"4,373,026",,"3,529",39,"500,477","1,647","23,833,472","2,716,487","8,773,637",Europe,2023-03-04
Philippines,"4,076,858",+162,"66,143",10.0,"4,001,665",+449,"9,050",162,"36,236",588,"34,629,611","307,794","112,508,994",Asia,2023-03-04
South Africa,"4,064,889",,"102,595",,"3,912,506",,"49,788",192,"66,905","1,689","26,795,090","441,027","60,756,135",Africa,2023-03-04
Romania,"3,340,342",,"67,704",,"3,263,301",,"9,337",115,"175,518","3,558","26,676,248","1,401,701","19,031,335",Europe,2023-03-04
Denmark,"3,175,474",+69,"8,277",3.0,"3,166,219",,978,19,"544,216","1,419","129,201,848","22,142,752","5,834,950",Europe,2023-03-04
Hong Kong,"2,883,655",+42,"13,462",1.0,"2,855,882","+2,334","14,311",28,"379,214","1,770","76,127,725","10,011,143","7,604,299",Asia,2023-03-04
Sweden,"2,698,535",,"23,703",,"2,671,383",+312,"3,449",8,"264,071","2,320","19,477,620","1,906,026","10,218,971",Europe,2023-03-04
Serbia,"2,495,808",+623,"17,847",3.0,"2,463,552",+903,"14,409",10,"288,432","2,063","12,428,148","1,436,279","8,653,016",Europe,2023-03-04
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965",Asia,2023-03-04
Singapore,"2,230,570",,"1,722",,"2,149,583",,"79,265",1,"375,293",290,"24,756,666","4,165,302","5,943,546",Asia,2023-03-04
New Zealand,"2,225,023","+1,634","3,917",3.0,"2,211,755","+1,280","9,351",,"454,253",800,"7,768,604","1,586,011","4,898,203",Australia/Oceania,2023-03-04
